sensor,a,b,intercept,treatment,timestamp
GM502B_mean,40.757146,12.980298,-1567.857395,with_homthai_20250408_135448,1744095288.6458864
GM702B_mean,11.732179,-6.231913,227.533110,with_homthai_20250408_135448,1744095288.6458864
GM102B_mean,18.991454,-4.068516,-277.114526,with_homthai_20250408_140451,1744095891.2011883
GM302B_mean,18.859852,10.657976,-754.178469,with_homthai_20250408_140451,1744095891.2011883
GM502B_mean,29.548269,11.467986,-1139.105201,with_homthai_20250408_140451,1744095891.2011883
GM702B_mean,11.585055,-6.251763,233.160776,with_homthai_20250408_140451,1744095891.2011883
GM102B_mean,21.400807,-3.763126,-368.215474,with_homthai_20250408_141453,1744096493.6725285
GM302B_mean,16.097948,10.307900,-649.747059,with_homthai_20250408_141453,1744096493.6725285
GM502B_mean,24.866380,10.874548,-962.076516,with_homthai_20250408_141453,1744096493.6725285
GM702B_mean,12.527354,-6.132325,197.531167,with_homthai_20250408_141453,1744096493.6725285
GM102B_mean,22.423396,-3.637296,-406.665436,with_homthai_20250408_142457,1744097097.368678
GM302B_mean,14.580696,10.121201,-592.697458,with_homthai_20250408_142457,1744097097.368678
GM502B_mean,22.422224,10.573794,-870.174755,with_homthai_20250408_142457,1744097097.368678
GM702B_mean,13.493933,-6.013387,161.187203,with_homthai_20250408_142457,1744097097.368678
GM102B_mean,22.893368,-3.584266,-424.084241,with_homthai_20250408_143500,1744097700.515792
GM302B_mean,13.975387,10.052900,-570.262604,with_homthai_20250408_143500,1744097700.515792
GM502B_mean,21.298509,10.446997,-828.525967,with_homthai_20250408_143500,1744097700.515792
GM702B_mean,14.025611,-5.953394,141.481354,with_homthai_20250408_143500,1744097700.515792
GM102B_mean,23.112642,-3.561472,-432.107451,with_homthai_20250408_144503,1744098303.3751032
GM302B_mean,13.522672,10.005840,-553.697813,with_homthai_20250408_144503,1744098303.3751032
GM502B_mean,20.514407,10.365489,-799.835731,with_homthai_20250408_144503,1744098303.3751032
GM702B_mean,14.410156,-5.913420,127.410899,with_homthai_20250408_144503,1744098303.3751032
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,23.224667,-3.549834,-436.204409,with_homthai_20250408_145506,1744098906.1704729
GM302B_mean,13.255197,9.978052,-543.915754,with_homthai_20250408_145506,1744098906.1704729
GM502B_mean,20.021892,10.314322,-781.823572,with_homthai_20250408_145506,1744098906.1704729
GM702B_mean,14.745498,-5.878581,115.146817,with_homthai_20250408_145506,1744098906.1704729
GM102B_mean,4.616472,0.520745,-63.610910,with_homthai_20250408_183011,1744111811.3444846
GM302B_mean,16.657536,9.233783,-612.041085,with_homthai_20250408_183011,1744111811.3444846
GM502B_mean,18.697083,10.604126,-755.296814,with_homthai_20250408_183011,1744111811.3444846
GM702B_mean,1.645103,-3.012844,377.457168,with_homthai_20250408_183011,1744111811.3444846
GM102B_mean,3.801187,0.699433,-47.255819,with_homthai_20250408_184014,1744112414.6583383
GM302B_mean,18.901448,8.741981,-657.055252,with_homthai_20250408_184014,1744112414.6583383
GM502B_mean,19.932285,10.333404,-780.075669,with_homthai_20250408_184014,1744112414.6583383
GM702B_mean,1.367116,-2.951917,383.033739,with_homthai_20250408_184014,1744112414.6583383
GM102B_mean,3.441744,0.775997,-39.920000,with_homthai_20250408_185018,1744113018.1224215
GM302B_mean,19.268488,8.663798,-664.546130,with_homthai_20250408_185018,1744113018.1224215
GM502B_mean,19.785416,10.364689,-777.078251,with_homthai_20250408_185018,1744113018.1224215
GM702B_mean,1.260493,-2.929206,385.209792,with_homthai_20250408_185018,1744113018.1224215
GM102B_mean,3.229689,0.820572,-35.559693,with_homthai_20250408_190021,1744113621.5044944
GM302B_mean,19.100580,8.699094,-661.093562,with_homthai_20250408_190021,1744113621.5044944
GM502B_mean,19.345919,10.457073,-768.041220,with_homthai_20250408_190021,1744113621.5044944
GM702B_mean,1.302007,-2.937932,384.356176,with_homthai_20250408_190021,1744113621.5044944
GM102B_mean,3.042347,0.859562,-31.687406,with_homthai_20250408_191026,1744114226.3822677
GM302B_mean,18.781225,8.765559,-654.492619,with_homthai_20250408_191026,1744114226.3822677
GM502B_mean,18.854792,10.559288,-757.889824,with_homthai_20250408_191026,1744114226.3822677
GM702B_mean,1.386773,-2.955574,382.604106,with_homthai_20250408_191026,1744114226.3822677
GM102B_mean,2.882303,0.892387,-28.354720,with_homthai_20250408_192028,1744114828.633368
GM302B_mean,18.420723,8.839497,-646.985697,with_homthai_20250408_192028,1744114828.633368
GM502B_mean,18.370696,10.658576,-747.809245,with_homthai_20250408_192028,1744114828.633368
GM702B_mean,1.469479,-2.972537,380.881866,with_homthai_20250408_192028,1744114828.633368
GM102B_mean,2.760907,0.916525,-25.788042,with_homthai_20250408_193032,1744115432.166215
GM302B_mean,18.057495,8.911721,-639.305967,with_homthai_20250408_193032,1744115432.166215
GM502B_mean,17.924529,10.747291,-738.375916,with_homthai_20250408_193032,1744115432.166215
GM702B_mean,1.564112,-2.991354,378.881043,with_homthai_20250408_193032,1744115432.166215
GM102B_mean,2.650582,0.938306,-23.447856,with_homthai_20250408_194035,1744116035.1878266
GM302B_mean,17.705393,8.981235,-631.837252,with_homthai_20250408_194035,1744116035.1878266
GM502B_mean,17.513684,10.828402,-729.661159,with_homthai_20250408_194035,1744116035.1878266
GM702B_mean,1.642823,-3.006893,377.211444,with_homthai_20250408_194035,1744116035.1878266
GM102B_mean,2.546865,0.959176,-21.267939,with_homthai_20250408_195038,1744116638.0691023
GM302B_mean,17.372404,9.048238,-624.838514,with_homthai_20250408_195038,1744116638.0691023
GM502B_mean,17.134629,10.904674,-721.694229,with_homthai_20250408_195038,1744116638.0691023
GM702B_mean,1.707728,-3.019953,375.847287,with_homthai_20250408_195038,1744116638.0691023
GM102B_mean,2.448799,0.978783,-19.200111,with_homthai_20250408_200041,1744117241.0923123
GM302B_mean,17.054352,9.111828,-618.132045,with_homthai_20250408_200041,1744117241.0923123
GM502B_mean,16.781573,10.975263,-714.249660,with_homthai_20250408_200041,1744117241.0923123
GM702B_mean,1.759809,-3.030366,374.749103,with_homthai_20250408_200041,1744117241.0923123
GM102B_mean,2.365947,0.996037,-17.487469,with_homthai_20250408_201044,1744117844.1986573
GM302B_mean,16.765178,9.172049,-612.154507,with_homthai_20250408_201044,1744117844.1986573
GM502B_mean,16.468201,11.040523,-707.771928,with_homthai_20250408_201044,1744117844.1986573
GM702B_mean,1.808291,-3.040463,373.746911,with_homthai_20250408_201044,1744117844.1986573
GM102B_mean,2.286108,1.013777,-15.893498,with_homthai_20250408_202047,1744118447.1599326
GM302B_mean,16.493898,9.232327,-606.738404,with_homthai_20250408_202047,1744118447.1599326
GM502B_mean,16.179239,11.104730,-702.002800,with_homthai_20250408_202047,1744118447.1599326
GM702B_mean,1.845440,-3.048717,373.005236,with_homthai_20250408_202047,1744118447.1599326
GM102B_mean,2.209242,1.032357,-14.433765,with_homthai_20250408_203051,1744119051.3822093
GM302B_mean,16.244404,9.292633,-602.000421,with_homthai_20250408_203051,1744119051.3822093
GM502B_mean,15.918158,11.167837,-697.044753,with_homthai_20250408_203051,1744119051.3822093
GM702B_mean,1.872079,-3.055156,372.499351,with_homthai_20250408_203051,1744119051.3822093
GM102B_mean,2.143146,1.050202,-13.272220,with_homthai_20250408_204054,1744119654.363438
GM302B_mean,16.018596,9.353602,-598.032113,with_homthai_20250408_204054,1744119654.363438
GM502B_mean,15.686015,11.230516,-692.965129,with_homthai_20250408_204054,1744119654.363438
GM702B_mean,1.891728,-3.060461,372.154045,with_homthai_20250408_204054,1744119654.363438
GM102B_mean,2.076957,1.070516,-12.231046,with_homthai_20250408_205058,1744120258.30554
GM302B_mean,15.812625,9.416816,-594.792117,with_homthai_20250408_205058,1744120258.30554
GM502B_mean,15.474695,11.295372,-689.640996,with_homthai_20250408_205058,1744120258.30554
GM702B_mean,1.904288,-3.064316,371.956468,with_homthai_20250408_205058,1744120258.30554
GM102B_mean,2.017809,1.088637,-11.297430,with_homthai_20250408_210101,1744120861.2492073
GM302B_mean,15.615784,9.477118,-591.685128,with_homthai_20250408_210101,1744120861.2492073
GM502B_mean,15.274961,11.356560,-686.488346,with_homthai_20250408_210101,1744120861.2492073
GM702B_mean,1.915405,-3.067722,371.780994,with_homthai_20250408_210101,1744120861.2492073
GM102B_mean,1.959526,1.109567,-10.531304,with_homthai_20250408_211104,1744121464.182792
GM302B_mean,15.439553,9.540407,-589.368574,with_homthai_20250408_211104,1744121464.182792
GM502B_mean,15.096425,11.420678,-684.141478,with_homthai_20250408_211104,1744121464.182792
GM702B_mean,1.918448,-3.068814,371.741000,with_homthai_20250408_211104,1744121464.182792
GM102B_mean,1.906709,1.131703,-9.996766,with_homthai_20250408_212107,1744122067.470526
GM302B_mean,15.281938,9.606462,-587.773434,with_homthai_20250408_212107,1744122067.470526
GM502B_mean,14.936858,11.487550,-682.526596,with_homthai_20250408_212107,1744122067.470526
GM702B_mean,1.919407,-3.069216,371.731293,with_homthai_20250408_212107,1744122067.470526
GM102B_mean,1.859806,1.153974,-9.652423,with_homthai_20250408_213110,1744122670.6708574
GM302B_mean,15.141405,9.673193,-586.741691,with_homthai_20250408_213110,1744122670.6708574
GM502B_mean,14.794601,11.555100,-681.482187,with_homthai_20250408_213110,1744122670.6708574
GM702B_mean,1.916449,-3.067812,371.753012,with_homthai_20250408_213110,1744122670.6708574
GM102B_mean,1.818074,1.176974,-9.505711,with_homthai_20250408_214113,1744123273.8382492
GM302B_mean,15.017508,9.741478,-586.306125,with_homthai_20250408_214113,1744123273.8382492
GM502B_mean,14.668785,11.624442,-681.039877,with_homthai_20250408_214113,1744123273.8382492
GM702B_mean,1.912715,-3.065754,371.766137,with_homthai_20250408_214113,1744123273.8382492
GM102B_mean,1.777503,1.201147,-9.453167,with_homthai_20250408_215116,1744123876.8512075
GM302B_mean,14.900966,9.810914,-586.155188,with_homthai_20250408_215116,1744123876.8512075
GM502B_mean,14.551051,11.694589,-680.887396,with_homthai_20250408_215116,1744123876.8512075
GM702B_mean,1.908496,-3.063240,371.771602,with_homthai_20250408_215116,1744123876.8512075
GM102B_mean,1.740524,1.225195,-9.507758,with_homthai_20250408_220119,1744124479.8433728
GM302B_mean,14.793674,9.880690,-586.313584,with_homthai_20250408_220119,1744124479.8433728
GM502B_mean,14.443769,11.764358,-681.045776,with_homthai_20250408_220119,1744124479.8433728
GM702B_mean,1.907310,-3.062469,371.769852,with_homthai_20250408_220119,1744124479.8433728
GM102B_mean,1.706793,1.250643,-9.732556,with_homthai_20250408_221123,1744125083.4343152
GM302B_mean,14.699892,9.951443,-586.938578,with_homthai_20250408_221123,1744125083.4343152
GM502B_mean,14.349742,11.835296,-681.672400,with_homthai_20250408_221123,1744125083.4343152
GM702B_mean,1.904449,-3.060311,371.750787,with_homthai_20250408_221123,1744125083.4343152
GM102B_mean,1.678444,1.275908,-10.114491,with_homthai_20250408_222126,1744125686.701949
GM302B_mean,14.620121,10.022534,-588.013284,with_homthai_20250408_222126,1744125686.701949
GM502B_mean,14.269717,11.906614,-682.750534,with_homthai_20250408_222126,1744125686.701949
GM702B_mean,1.899774,-3.056144,371.687798,with_homthai_20250408_222126,1744125686.701949
GM102B_mean,1.659058,1.298684,-10.649681,with_homthai_20250408_223130,1744126290.320139
GM302B_mean,14.560174,10.092963,-589.668253,with_homthai_20250408_223130,1744126290.320139
GM502B_mean,14.209952,11.976829,-684.400485,with_homthai_20250408_223130,1744126290.320139
GM702B_mean,1.893168,-3.048382,371.505411,with_homthai_20250408_223130,1744126290.320139
GM102B_mean,1.645517,1.319526,-11.269661,with_homthai_20250408_224133,1744126893.3457582
GM302B_mean,14.515294,10.162044,-591.723157,with_homthai_20250408_224133,1744126893.3457582
GM502B_mean,14.165831,12.044742,-686.420642,with_homthai_20250408_224133,1744126893.3457582
GM702B_mean,1.886120,-3.037535,371.182742,with_homthai_20250408_224133,1744126893.3457582
GM102B_mean,1.635960,1.339123,-11.950960,with_homthai_20250408_225137,1744127497.0529025
GM302B_mean,14.482588,10.229108,-594.054644,with_homthai_20250408_225137,1744127497.0529025
GM502B_mean,14.133812,12.110396,-688.703112,with_homthai_20250408_225137,1744127497.0529025
GM702B_mean,1.879418,-3.023792,370.704950,with_homthai_20250408_225137,1744127497.0529025
GM102B_mean,1.629662,1.357601,-12.677082,with_homthai_20250408_230139,1744128099.504383
GM302B_mean,14.460292,10.294530,-596.625508,with_homthai_20250408_230139,1744128099.504383
GM502B_mean,14.112018,12.174344,-691.216066,with_homthai_20250408_230139,1744128099.504383
GM702B_mean,1.873817,-3.007358,370.059141,with_homthai_20250408_230139,1744128099.504383
GM102B_mean,1.626099,1.373548,-13.361804,with_homthai_20250408_231142,1744128702.0285928
GM302B_mean,14.446037,10.358319,-599.364538,with_homthai_20250408_231142,1744128702.0285928
GM502B_mean,14.098187,12.236239,-693.873792,with_homthai_20250408_231142,1744128702.0285928
GM702B_mean,1.869663,-2.988767,369.260898,with_homthai_20250408_231142,1744128702.0285928
GM102B_mean,1.625050,1.389448,-14.122702,with_homthai_20250408_232145,1744129305.7796357
GM302B_mean,14.441840,10.421912,-602.407800,with_homthai_20250408_232145,1744129305.7796357
GM502B_mean,14.094069,12.298640,-696.859995,with_homthai_20250408_232145,1744129305.7796357
GM702B_mean,1.868241,-2.967218,368.229660,with_homthai_20250408_232145,1744129305.7796357
GM102B_mean,1.624873,1.405401,-14.913328,with_homthai_20250408_233148,1744129908.761821
GM302B_mean,14.441148,10.484610,-605.515040,with_homthai_20250408_233148,1744129908.761821
GM502B_mean,14.093392,12.359894,-699.895678,with_homthai_20250408_233148,1744129908.761821
GM702B_mean,1.868017,-2.946953,367.225348,with_homthai_20250408_233148,1744129908.761821
GM102B_mean,1.624731,1.423204,-15.796775,with_homthai_20250408_234152,1744130512.0832498
GM302B_mean,14.440644,10.547459,-608.633731,with_homthai_20250408_234152,1744130512.0832498
GM502B_mean,14.092898,12.421605,-702.957876,with_homthai_20250408_234152,1744130512.0832498
GM702B_mean,1.867856,-2.926854,366.227981,with_homthai_20250408_234152,1744130512.0832498
GM102B_mean,1.625108,1.441654,-16.728587,with_homthai_20250408_235155,1744131115.6375382
GM302B_mean,14.441920,10.609925,-611.788665,with_homthai_20250408_235155,1744131115.6375382
GM502B_mean,14.094151,12.482924,-706.054888,with_homthai_20250408_235155,1744131115.6375382
GM702B_mean,1.868229,-2.908588,365.305431,with_homthai_20250408_235155,1744131115.6375382
GM102B_mean,1.625158,1.461509,-17.719813,with_homthai_20250409_000159,1744131719.23205
GM302B_mean,14.442077,10.672195,-614.897285,with_homthai_20250409_000159,1744131719.23205
GM502B_mean,14.094305,12.544312,-709.119465,with_homthai_20250409_000159,1744131719.23205
GM702B_mean,1.868276,-2.889986,364.376787,with_homthai_20250409_000159,1744131719.23205
GM102B_mean,1.626968,1.481134,-18.755128,with_homthai_20250409_001203,1744132323.33348
GM302B_mean,14.447910,10.735437,-618.233715,with_homthai_20250409_001203,1744132323.33348
GM502B_mean,14.100046,12.606553,-712.403105,with_homthai_20250409_001203,1744132323.33348
GM702B_mean,1.869892,-2.872466,363.452519,with_homthai_20250409_001203,1744132323.33348
GM102B_mean,1.628694,1.500220,-19.760658,with_homthai_20250409_002206,1744132926.8427784
GM302B_mean,14.453505,10.797287,-621.492116,with_homthai_20250409_002206,1744132926.8427784
GM502B_mean,14.105602,12.667972,-715.638810,with_homthai_20250409_002206,1744132926.8427784
GM702B_mean,1.871369,-2.856133,362.592030,with_homthai_20250409_002206,1744132926.8427784
GM102B_mean,1.631869,1.521665,-20.929332,with_homthai_20250409_003210,1744133530.6681914
GM302B_mean,14.462907,10.860791,-624.952909,with_homthai_20250409_003210,1744133530.6681914
GM502B_mean,14.114946,12.731084,-719.078252,with_homthai_20250409_003210,1744133530.6681914
GM702B_mean,1.873803,-2.839696,361.696273,with_homthai_20250409_003210,1744133530.6681914
GM102B_mean,1.635162,1.542356,-22.063994,with_homthai_20250409_004214,1744134134.5605116
GM302B_mean,14.472845,10.923239,-628.377431,with_homthai_20250409_004214,1744134134.5605116
GM502B_mean,14.124825,12.793160,-722.482344,with_homthai_20250409_004214,1744134134.5605116
GM702B_mean,1.876189,-2.824703,360.874107,with_homthai_20250409_004214,1744134134.5605116
GM102B_mean,1.638792,1.562649,-23.190066,with_homthai_20250409_005217,1744134737.8494282
GM302B_mean,14.483962,10.985385,-631.825953,with_homthai_20250409_005217,1744134737.8494282
GM502B_mean,14.135947,12.855339,-725.932680,with_homthai_20250409_005217,1744134737.8494282
GM702B_mean,1.878836,-2.809902,360.052777,with_homthai_20250409_005217,1744134737.8494282
GM102B_mean,1.642677,1.583414,-24.349398,with_homthai_20250409_010221,1744135341.5662482
GM302B_mean,14.495716,11.048205,-635.333290,with_homthai_20250409_010221,1744135341.5662482
GM502B_mean,14.147761,12.918478,-729.457858,with_homthai_20250409_010221,1744135341.5662482
GM702B_mean,1.881481,-2.795765,359.263488,with_homthai_20250409_010221,1744135341.5662482
GM102B_mean,1.644228,1.603266,-25.390916,with_homthai_20250409_011225,1744135945.3791666
GM302B_mean,14.500435,11.108613,-638.502545,with_homthai_20250409_011225,1744135945.3791666
GM502B_mean,14.152463,12.978671,-732.615813,with_homthai_20250409_011225,1744135945.3791666
GM702B_mean,1.882379,-2.784277,358.660781,with_homthai_20250409_011225,1744135945.3791666
GM102B_mean,1.643272,1.621288,-26.262887,with_homthai_20250409_012229,1744136549.570756
GM302B_mean,14.497456,11.164789,-641.220591,with_homthai_20250409_012229,1744136549.570756
GM502B_mean,14.149456,13.035382,-735.359764,with_homthai_20250409_012229,1744136549.570756
GM702B_mean,1.881857,-2.774435,358.184580,with_homthai_20250409_012229,1744136549.570756
GM102B_mean,1.640290,1.638816,-27.047840,with_homthai_20250409_013234,1744137154.4260323
GM302B_mean,14.488362,11.218245,-643.614438,with_homthai_20250409_013234,1744137154.4260323
GM502B_mean,14.140212,13.089719,-737.793018,with_homthai_20250409_013234,1744137154.4260323
GM702B_mean,1.880159,-2.764454,357.737627,with_homthai_20250409_013234,1744137154.4260323
GM102B_mean,1.635309,1.654900,-27.698856,with_homthai_20250409_014238,1744137758.3223195
GM302B_mean,14.472830,11.268388,-645.644064,with_homthai_20250409_014238,1744137758.3223195
GM502B_mean,14.124373,13.140854,-739.862836,with_homthai_20250409_014238,1744137758.3223195
GM702B_mean,1.877573,-2.756105,357.399681,with_homthai_20250409_014238,1744137758.3223195
GM102B_mean,1.630157,1.671003,-28.347982,with_homthai_20250409_015242,1744138362.0517375
GM302B_mean,14.457025,11.317788,-647.635451,with_homthai_20250409_015242,1744138362.0517375
GM502B_mean,14.108185,13.191453,-741.902524,with_homthai_20250409_015242,1744138362.0517375
GM702B_mean,1.875034,-2.748171,357.079841,with_homthai_20250409_015242,1744138362.0517375
GM102B_mean,1.623451,1.686356,-28.912188,with_homthai_20250409_020245,1744138965.7345474
GM302B_mean,14.436546,11.364678,-649.358596,with_homthai_20250409_020245,1744138965.7345474
GM502B_mean,14.087103,13.239721,-743.676317,with_homthai_20250409_020245,1744138965.7345474
GM702B_mean,1.871830,-2.740835,356.810242,with_homthai_20250409_020245,1744138965.7345474
GM102B_mean,1.617683,1.702053,-29.524180,with_homthai_20250409_021249,1744139569.2128778
GM302B_mean,14.419168,11.411971,-651.202430,with_homthai_20250409_021249,1744139569.2128778
GM502B_mean,14.069232,13.288355,-745.572443,with_homthai_20250409_021249,1744139569.2128778
GM702B_mean,1.868860,-2.732753,356.495144,with_homthai_20250409_021249,1744139569.2128778
GM102B_mean,1.610684,1.717538,-30.087748,with_homthai_20250409_022253,1744140173.5070271
GM302B_mean,14.398568,11.457544,-652.860972,with_homthai_20250409_022253,1744140173.5070271
GM502B_mean,14.047956,13.335424,-747.285469,with_homthai_20250409_022253,1744140173.5070271
GM702B_mean,1.865355,-2.724998,356.212940,with_homthai_20250409_022253,1744140173.5070271
GM102B_mean,1.606780,1.734593,-30.827094,with_homthai_20250409_023257,1744140777.5448368
GM302B_mean,14.387392,11.506372,-654.977716,with_homthai_20250409_023257,1744140777.5448368
GM502B_mean,14.036418,13.385832,-749.470684,with_homthai_20250409_023257,1744140777.5448368
GM702B_mean,1.863246,-2.715781,355.813344,with_homthai_20250409_023257,1744140777.5448368
GM102B_mean,1.603924,1.751920,-31.612904,with_homthai_20250409_024301,1744141381.6491027
GM302B_mean,14.379269,11.555662,-657.213198,with_homthai_20250409_024301,1744141381.6491027
GM502B_mean,14.028071,13.436485,-751.767971,with_homthai_20250409_024301,1744141381.6491027
GM702B_mean,1.861679,-2.706273,355.382132,with_homthai_20250409_024301,1744141381.6491027
GM102B_mean,1.602161,1.769453,-32.442179,with_homthai_20250409_025306,1744141986.1081798
GM302B_mean,14.374284,11.605223,-659.557282,with_homthai_20250409_025306,1744141986.1081798
GM502B_mean,14.022942,13.487476,-754.179719,with_homthai_20250409_025306,1744141986.1081798
GM702B_mean,1.860644,-2.695985,354.895526,with_homthai_20250409_025306,1744141986.1081798
GM102B_mean,1.605498,1.788597,-33.511829,with_homthai_20250409_030310,1744142590.6359816
GM302B_mean,14.383664,11.659028,-662.563605,with_homthai_20250409_030310,1744142590.6359816
GM502B_mean,14.032610,13.542935,-757.278444,with_homthai_20250409_030310,1744142590.6359816
GM702B_mean,1.862627,-2.684610,354.259970,with_homthai_20250409_030310,1744142590.6359816
GM102B_mean,1.610134,1.808138,-34.641511,with_homthai_20250409_031314,1744143194.589277
GM302B_mean,14.396697,11.713970,-665.739790,with_homthai_20250409_031314,1744143194.589277
GM502B_mean,14.045989,13.599335,-760.538882,with_homthai_20250409_031314,1744143194.589277
GM702B_mean,1.865530,-2.672372,353.552480,with_homthai_20250409_031314,1744143194.589277
GM102B_mean,1.616292,1.828439,-35.856582,with_homthai_20250409_032318,1744143798.685466
GM302B_mean,14.413676,11.769945,-669.090132,with_homthai_20250409_032318,1744143798.685466
